Win,Score,Top,Bottom,Tcon,Bcon,Twin,Bwin,Tloss,Bloss,Trpi,Brpi,Tbpi_o,Bbpi_o,Tbpi_n,Bbpi_n,Tbpi_r,Bbpi_r,Tken_o,Bken_o,Tken_n,Bken_n,Tken_r,Bken_r,Toff,Boff,Tdef,Bdef,Tsos,Bsos,T12,B12,Tvs50,Bvs50,Tw50,Bw50,Tl50,Bl50,Tvs150,Bvs150,Tw150,Bw150,Tl150,Bl150,Tstr,Bstr,This,Bhis,Tseed,Bseed
1,5,Kentucky,Davidson,.5747,.5095,24,21,10,11,.6153,.5651,0,0,12.5,10.9,22,33,0,0,20.39,14.90,18,43,116.4,117.4,96,102.5,.5945,.5311,7,10,7,-1,8,3,9,7,4,33,4,13,0,4,7,5,305.000,23.943,5,12
0,-21,Arizona,Buffalo,.5533,.5098,27,26,7,8,.6145,.5959,0,0,12.7,6.4,20,81,0,0,19.37,10.57,21,76,119,114.3,99.6,103.7,.5601,.5388,9,10,8,-5,5,0,2,5,7,35,7,20,0,3,9,9,195.000,52.125,4,13
0,-2,Miami,Loyola-Chicago,.5755,.5260,22,28,9,5,.5956,.5952,0,0,10.7,8.9,35,50,0,0,15.7,15.09,36,42,113.3,111.3,97.6,96.2,.5605,.5122,7,11,0,1,3,1,6,1,18,22,13,12,1,2,10,10,111.316,4.953,6,11
1,26,Tennessee,Wright St,.5747,.4577,25,25,8,9,.6292,.5386,0,0,14,1.9,15,135,0,0,22.15,2.81,11,135,114.8,101,92.7,98.2,.5804,.4704,10,9,5,-3,6,0,7,3,5,45,5,20,0,5,6,8,4.324,5.096,3,14
1,4,Nevada,Texas,.5200,.5789,27,19,7,14,.6124,.5701,0,0,10.9,10.2,31,40,0,0,18.2,15.46,24,39,119.9,109.4,101.7,93.9,.5528,.5812,9,5,4,5,3,7,2,9,10,5,10,5,0,0,8,4,42.476,36.333,7,10
1,15,Cincinnati,Georgia St,.5430,.4794,30,24,4,10,.6315,.5197,0,0,18.7,4.7,5,95,0,0,27,7.22,4,96,113.1,109,86.1,101.8,.5564,.4593,10,8,10,0,7,0,4,0,10,45,10,15,0,6,16,10,150.000,54.024,2,15
1,19,Xavier,Texas Southern,.5772,.4036,28,15,5,19,.6467,.4688,0,0,14.8,-3.9,13,235,0,0,21.68,-7.64,14,249,120.7,105.3,99,112.9,.5883,.4539,10,9,12,-6,8,0,4,6,8,55,8,15,0,8,10,7,320.000,61.636,1,16
0,-13,Mizzou,Florida St,.5747,.5755,20,20,12,11,.5770,.5699,0,0,9.3,10.3,45,39,0,0,15.47,15.82,38,35,113.3,115.8,97.8,100,.5705,.5451,7,6,4,6,5,6,6,6,9,17,4,12,1,1,5,9,2.531,62.795,8,9
1,8,Ohio St,South Dakota St,.5502,.4823,24,28,8,6,.6058,.5751,0,0,13.8,5.9,16,87,0,0,21.1,10.48,15,77,116.1,114.5,95,104,.5711,.4962,8,11,1,0,3,1,5,2,12,19,12,19,0,0,8,11,53.925,71.371,5,12
1,4,Gonzaga,UNC Greensboro,.5006,.4840,30,27,4,7,.5978,.5587,0,0,16,5.9,9,86,0,0,24.81,9.06,8,82,119.8,105.7,95,96.6,.5147,.4811,12,11,3,-1,3,0,3,1,17,36,17,16,0,4,14,6,440.000,4.848,4,13
1,2,Houston,San Diego St,.5430,.5200,26,22,7,10,.6126,.5637,0,0,13.6,8.8,17,51,0,0,20.54,14.17,17,50,115.8,111.3,95.2,97.1,.5390,.5255,10,10,11,6,7,4,3,2,22,20,12,10,2,2,7,9,5.501,44.514,6,11
1,14,Michigan,Montana,.5502,.4805,28,26,7,7,.6172,.5529,0,0,14.6,3.8,14,105,0,0,23.19,10.84,10,71,115.9,110.1,92.7,99.3,.5572,.4666,11,10,6,0,5,0,4,0,19,19,14,19,1,0,9,13,186.000,5.121,3,14
1,4,Texas A&M,Providence,.5747,.5772,20,21,12,13,.5959,.5882,0,0,10.4,7.4,38,67,0,0,16.91,11.91,30,64,111.2,108.9,94.3,97,.5910,.5912,7,7,7,3,8,6,9,9,4,22,4,7,0,3,7,5,93.338,105.000,7,10
1,18,North Carolina,Lipscomb,.5755,.4470,25,23,10,9,.6418,.5351,0,0,16.7,-0.1,7,171,0,0,25.03,0.38,7,165,121.9,103.8,96.9,103.4,.6223,.4720,9,11,16,-3,11,0,6,3,6,43,6,18,0,5,6,8,520.000,4.418,2,15
1,26,Villanova,Radford,.5772,.4602,30,22,4,12,.6599,.5178,0,0,21.5,0.1,1,164,0,0,31.4,-0.02,2,170,127.4,103.6,96,103.6,.5888,.4672,9,8,23,-2,13,0,3,2,7,48,7,18,0,6,13,7,285.000,4.592,1,16
0,-3,Virginia Tech,Alabama,.5755,.5747,21,19,11,15,.5665,.5766,0,0,11.3,8.7,29,54,0,0,16.63,13.83,32,51,115,108.4,98.4,94.6,.5466,.5995,7,5,0,8,4,8,8,8,11,8,11,3,0,1,7,5,42.381,4.989,8,9
1,17,West Virginia,Murray St,.5789,.4796,24,26,10,5,.5942,.5708,0,0,15.5,7.7,10,62,0,0,21.77,12.69,13,59,119.1,113.1,97.4,100.4,.5682,.4886,8,12,7,-2,7,0,7,2,8,25,8,20,0,1,15,13,190.000,5.141,5,12
0,-6,Witchita St,Marshall,.5430,.4859,25,24,7,10,.6155,.5506,0,0,14.8,2.6,11,124,0,0,20.07,5.39,20,114,121.9,109.3,101.8,103.9,.5726,.4954,9,10,5,3,5,3,5,3,8,39,8,19,0,4,7,5,245.000,4.519,4,13
1,15,Florida,St Bonaventure,.5747,.5095,20,25,12,7,.5761,.5978,0,0,11.7,8.1,24,57,0,0,18.71,11.19,23,69,115.1,112.3,96.4,101.1,.5756,.5333,6,11,12,4,9,3,6,2,5,18,5,13,0,1,6,13,182.720,5.790,6,11
1,10,Texas Tech,Stephen F Austin,.5789,.4471,24,28,9,6,.5983,.5339,0,0,14.8,3.6,12,109,0,0,21.95,5.62,12,111,114,105,92.1,99.4,.5589,.4351,7,10,7,-1,6,0,5,1,8,41,8,21,0,4,8,6,18.063,97.182,3,14
0,-17,Arkansas,Butler,.5747,.5772,23,20,11,13,.5940,.5780,0,0,10.4,11.7,37,25,0,0,15.63,17.86,37,25,117.3,115.7,101.7,97.9,.5712,.5810,8,6,6,1,7,5,8,9,6,14,6,9,0,1,6,5,121.500,235.000,7,10
1,26,Purdue,CSU Fullerton,.5502,.4766,28,20,6,11,.6233,.5187,0,0,19.3,-0.6,4,182,0,0,26.66,1.34,5,153,123.2,105,96.6,103.6,.5652,.4804,8,9,5,-2,5,0,5,2,14,31,14,11,0,4,19,5,155.000,3.706,2,15
1,16,Kansas,Penn,.5789,.4619,27,24,7,8,.6381,.5231,0,0,16.3,4.2,8,100,0,0,23.24,3.69,9,127,120.9,103.5,97.7,99.8,.6041,.4547,9,10,20,-2,11,0,2,2,4,34,4,19,0,3,7,5,265.000,3.679,1,16
1,11,Seton Hall,NCST,.5772,.5755,21,21,11,11,.5902,.5642,0,0,11.5,9.2,28,47,0,0,17.34,15.12,26,41,116.3,116.4,99,101.3,.5763,.5493,6,8,7,7,7,6,7,5,18,16,8,11,2,1,5,5,56.032,73.330,8,9
1,11,Clemson,New Mexico St,.5755,.4905,23,28,9,5,.6199,.5775,0,0,13.2,7.0,18,69,0,0,20.26,13.59,19,55,113.8,108.4,93.5,94.8,.5868,.4957,7,10,4,0,5,1,6,2,9,24,9,19,0,1,10,11,4.738,62.029,5,12
1,4,Auburn,Charleston,.5747,.5023,25,26,7,7,.6177,.5645,0,0,12.9,3.1,19,117,0,0,20.63,4.73,16,120,118.2,109.9,97.5,105.1,.5619,.4846,7,11,8,-2,7,0,6,2,7,31,7,16,0,3,14,11,4.172,5.047,4,13
0,-5,TCU,Syracuse,.5789,.5755,21,20,11,13,.5981,.5772,0,0,12.5,8.7,21,53,0,0,18.92,13.59,22,54,120.6,107.7,101.7,94.1,.5888,.5839,6,5,-1,1,3,4,7,7,5,19,5,9,0,2,12,6,4.644,213.396,6,11
1,4,Michigan St,Bucknell,.5502,.4565,29,25,4,9,.6153,.5515,0,0,18,6.2,6,83,0,0,26.34,6.79,6,100,120,109.2,93.6,102.4,.5362,.4795,11,11,0,-2,2,0,4,2,16,38,16,23,0,3,14,10,215.000,42.763,3,14
1,5,Rhode Island,Oklahoma,.5095,.5789,25,18,7,13,.6161,.5719,0,0,10.9,9.6,32,42,0,0,14.38,14.42,49,47,111.7,115.1,97.3,100.7,.5520,.5734,8,3,2,6,3,6,4,6,12,6,12,6,0,0,16,9,102.988,320.000,7,10
1,22,Duke,Iona,.5755,.4807,26,20,7,13,.6380,.5299,0,0,19.5,3.3,3,114,0,0,29.12,2.86,3,134,122.6,110.2,86.1,107.4,.5845,.4968,8,7,11,-2,7,0,3,2,9,44,9,19,0,5,11,5,270.000,71.486,2,15
1,23,Duke,North Dakota St,.5672,.4573,29,18,5,15,.6701,.4954,0,0,21.7,-1.5,3,193,0,0,31.99,-3.20,3,199,120.1,106.6,88.1,109.8,.6143,.4828,9,9,19,-3,12,0,5,3,9,35,9,15,0,4,9,5,250.000,4.987,1,16
0,-15,VCU,UCF,.5044,.5456,25,23,7,8,.6086,.6086,2,2,10.4,9.7,36,42,2,2,15.69,14.58,37,46,104.3,110.3,88.6,95.7,.5482,.5622,11,8,2,3,2,3,2,3,14,13,14,8,0,1,12,7,82.182,5.708,8,9
0,-4,Mississippi St,Liberty,.5652,.4688,23,28,10,6,.6083,.5493,4,4,13,7.2,22,62,4,4,20.68,10.82,21,63,117.4,110.6,96.7,99.7,.5849,.4581,7,10,1,2,4,1,7,0,6,28,6,18,0,2,9,8,5.106,4.991,5,12
1,14,Virginia Tech,St Louis,.5672,.5044,24,23,8,12,.6053,.5502,6,6,16.6,4.5,11,98,6,6,24.47,6.27,11,104,118.4,102.6,94,96.3,.5571,.5137,7,8,4,0,5,2,6,4,14,36,14,16,0,4,9,6,51.143,3.839,4,13
1,2,Maryland,Belmont,.5665,.4742,22,26,10,5,.6017,.5788,8,8,12.1,8.9,28,48,8,8,19.98,13.07,24,54,113.8,114.8,93.8,101.8,.5800,.4863,6,11,3,0,5,1,7,2,11,19,6,19,1,0,7,14,87.375,6.315,6,11
1,5,LSU,Yale,.5652,.5180,26,22,6,7,.6249,.5774,10,10,12.9,6.3,24,76,10,10,20.97,8.59,18,82,118.5,111.7,97.5,103.1,.5709,.5098,9,9,10,-1,6,0,2,1,7,17,7,12,0,1,10,8,4.301,53.927,3,14
0,-10,Louisville,Minnesota,.5672,.5665,20,21,13,13,.5929,.5788,12,12,13.9,8.0,18,55,12,12,20.97,14.46,17,47,113.4,110.7,92.4,96.2,.5994,.5683,4,5,-1,0,4,4,9,8,20,17,10,7,2,2,6,6,33.928,17.391,7,10
1,11,Michigan St,Bradley,.5665,.4999,28,20,6,14,.6457,.5048,14,14,19.8,-0.6,4,175,14,14,31.36,-0.36,4,165,121.7,100.9,90.4,101.2,.5817,.4835,10,9,13,0,8,0,3,0,12,51,7,11,1,8,13,4,125.000,3.919,2,15
1,38,Gonzaga,Fairliegh Dickinson,.5296,.4538,30,20,3,13,.6432,.4732,17,17,22.8,-1.2,2,188,17,17,32.79,-4.25,2,208,125.1,106.2,92.3,110.4,.5537,.4455,11,10,5,0,4,0,3,0,15,59,15,14,0,9,21,8,380.000,12.777,1,16
0,-9,Syracuse,Baylor,.5672,.5826,20,19,13,13,.5810,.5653,19,19,10.9,9.8,33,41,19,19,16.3,15.29,35,41,110.2,113.5,93.9,98.2,.5898,.5683,5,5,-2,6,3,6,8,6,16,15,11,5,1,2,5,6,241.676,102.235,8,9
0,-19,Marquette,Murray St,.5612,.4742,24,27,9,4,.6001,.5816,21,21,12.3,8.9,27,49,21,21,18.42,13.33,27,52,114.2,112,95.7,98.7,.5657,.4816,6,11,8,0,6,1,4,2,9,18,9,18,0,0,8,11,33.612,42.551,5,12
1,7,Florida St,Vermont,.5672,.4603,27,27,7,6,.6345,.5620,23,23,14.3,8.0,16,56,23,23,22.56,8.72,14,80,113,107.9,90.4,99.2,.5789,.4738,10,11,9,2,7,2,5,2,21,30,11,20,2,2,8,6,266.176,34.329,4,13
1,17,Buffalo,Arizona St,.5273,.5304,31,22,3,10,.6411,.5785,25,25,12.9,7.4,23,60,25,25,20.34,11.21,22,61,114.9,109.8,94.6,98.6,.5406,.5459,12,8,5,5,3,4,1,3,15,22,10,7,1,3,12,7,121.594,22.301,6,11
1,15,Texas Tech,Northern Kentucky,.5826,.4663,26,26,6,8,.6192,.5439,27,27,16.9,4.9,9,93,27,27,26.75,6.56,9,100,112.7,109.2,85.9,102.7,.5569,.4605,10,8,5,-2,5,0,5,2,7,41,7,21,0,4,10,6,191.688,33.350,3,14
0,-9,Nevada,Florida,.4966,.5652,29,19,4,15,.6161,.5652,29,29,13.2,11.6,20,31,29,29,18.92,18.32,25,28,114,110.2,95.1,91.9,.5199,.5746,9,7,3,-6,2,2,1,10,23,13,18,8,1,1,14,5,171.263,216.167,7,10
1,19,Michigan,Montana,.5665,.4628,28,26,6,8,.6383,.5518,31,31,17.9,2.1,6,120,31,31,29.44,3.55,5,137,115.5,107.4,86.1,103.8,.5693,.4769,8,10,14,2,9,1,4,0,10,41,10,21,0,4,17,10,435.000,42.773,2,15
1,15,Virginia,Gardner-Webb,.5672,.4599,29,23,3,11,.6554,.5155,34,34,23.7,1.8,1,141,34,34,35.66,-0.74,1,167,123.6,107.5,87.9,108.2,.5738,.4496,10,10,17,-2,10,0,3,2,12,54,12,19,0,7,16,8,90.000,4.508,1,16
0,-23,Ole Miss,Oklahoma,.5652,.5826,20,19,12,13,.5602,.5799,36,36,9,10.1,46,39,36,36,15.08,15.53,44,38,112.8,109.4,97.7,93.9,.5470,.5783,6,4,0,-4,3,2,6,8,11,5,11,5,0,0,10,7,4.583,265.000,8,9
0,-18,Wisconsin,Oregon,.5665,.5304,23,23,10,12,.6050,.5761,38,38,14.9,10.1,13,38,38,38,23.68,15.15,12,43,110.8,107.7,87.1,92.5,.5735,.5510,8,9,0,7,4,5,8,3,8,21,8,11,0,2,6,8,176.818,252.556,5,12
0,-6,Kansas St,UC Irvine,.5826,.4616,25,30,8,5,.6186,.5613,40,40,12.6,5.6,25,82,40,40,20.22,9.46,23,75,108,106.6,87.7,97.1,.5697,.4629,9,12,7,0,6,1,5,2,5,33,5,23,0,2,6,16,266.030,5.281,4,13
1,4,Villanova,St Mary's,.5612,.5296,25,22,9,11,.6224,.5842,42,42,13.1,10.8,21,34,42,42,18.77,17.71,26,31,117,114.6,98.2,96.9,.5775,.5706,7,9,6,-1,5,2,4,5,7,17,7,12,0,1,11,5,465.000,64.990,6,11
1,13,Purdue,Old Dominion,.5665,.5001,23,26,9,8,.6197,.5619,44,44,16.7,3.5,10,114,44,44,26.05,5.58,10,112,121.1,101.9,95,96.4,.5775,.4938,9,10,5,4,6,2,7,0,11,24,6,14,1,2,8,8,200.000,6.279,3,14
0,-7,Cincinnati,Iowa,.5456,.5665,28,22,6,11,.6281,.5667,46,46,11.8,10.3,29,37,46,46,17.05,15.96,32,36,111.6,117.2,94.5,101.2,.5626,.5428,9,6,2,-2,3,3,4,8,13,11,8,11,1,0,9,6,120.000,43.373,7,10
1,7,Tennessee,Colgate,.5652,.4864,29,24,5,10,.6440,.5469,48,48,17.2,2.4,8,136,48,48,26.98,4.29,8,129,122.5,110,95.5,105.8,.5709,.4774,8,11,7,-1,6,0,5,1,10,44,10,19,0,5,19,11,62.382,4.107,2,15
1,15,North Carolina,Iona,.5672,.4498,27,17,6,15,.6532,.4801,51,51,19.3,-0.9,5,179,51,51,29.17,-3.08,6,197,119.9,106.5,90.7,109.6,.6039,.4613,10,10,15,-1,10,0,5,1,9,67,9,17,0,10,8,10,370.000,90.000,1,16
0,-17,Utah St,Washington,.4966,.5304,28,26,6,8,.6039,.6064,53,53,9.3,8.4,44,51,53,53,16.62,13.37,34,51,113,107,96.3,93.6,.5249,.5552,11,8,1,-5,2,1,3,7,18,15,18,10,0,1,10,12,4.439,4.459,8,9
1,1,Auburn,New Mexico St,.5652,.4980,26,30,9,4,.6189,.5826,55,55,15.6,7.7,12,58,55,55,23.33,13.59,13,49,119.6,112.6,96.2,99,.5787,.4840,10,12,5,-2,5,0,5,2,7,25,7,20,0,1,8,19,62.397,71.353,5,12
1,34,Kansas,Northeastern,.5826,.4900,25,23,9,10,.6559,.5743,57,57,13.5,5.7,19,80,57,57,20.71,8.75,20,79,112.7,111.5,92,102.7,.6179,.5252,8,11,13,-1,10,2,7,5,2,29,2,14,0,3,10,7,375.000,5.330,4,13
0,-3,Iowa St,Ohio St,.5826,.5665,23,19,11,14,.5996,.5567,59,59,14.3,9.9,15,40,59,59,21.85,15.08,16,45,119,109.3,97.1,94.2,.5779,.5610,6,5,11,-6,7,2,3,10,3,18,3,8,0,2,5,6,121.677,82.794,6,11
1,29,Houston,Georgia St,.5456,.4916,31,24,3,9,.6481,.5724,61,61,14.8,4.1,14,103,61,61,22.42,5.60,15,111,114.1,107.9,91.7,102.3,.5638,.5096,10,9,11,-1,7,0,3,1,8,36,8,16,0,4,15,7,83.344,42.885,3,14
1,16,Wofford,Seton Hall,.5057,.5612,28,20,4,13,.6126,.5801,63,63,14.1,8.3,17,53,63,63,20.71,12.91,19,55,118.4,109.3,97.6,96.4,.5205,.5749,12,7,2,6,3,5,4,4,17,14,17,4,0,2,20,7,4.863,120.000,7,10
1,35,Kentucky,Abilene Christian,.5652,.4447,27,27,6,6,.6426,.5236,65,65,17.7,1.7,7,143,65,65,27.41,2.09,7,145,118.2,103.6,90.8,101.5,.5878,.4262,9,10,13,-1,9,0,5,1,8,38,8,23,0,3,10,7,290.000,4.184,2,15
